year,make,model,avg_market_price
2024,nissan,frontier,26900.0
2024,nissan,kicks,15897.5
2024,nissan,sentra,13805.0
2024,nissan,z,53500.0
2024,porsche,macan,28800.0
2024,ram,2500,55875.0
2024,ram,3500,52000.0
2024,ram,promaster,44995.0
2024,subaru,ascent,22500.0
2024,subaru,crosstrek,21100.0
2024,subaru,outback,25797.25
2024,tesla,model,34250.0
2024,toyota,4runner,53000.0
2024,toyota,camry,20700.0
2024,toyota,corolla,19858.166666666668
2024,toyota,grand,48900.0
2024,toyota,prius,27500.0
2024,toyota,rav4,26449.5
2024,toyota,sequoia,62500.0
2024,toyota,tacoma,27000.0
2024,toyota,venza,35950.0
2024,volkswagen,jetta,19050.0
2024,volkswagen,taos,14166.666666666666
2024,volkswagen,tiguan,16907.0
2024,vw,taos,7500.0
2025,acura,adx,23800.0
2025,acura,integra,34998.0
2025,bmw,x5,62000.0
2025,chevrolet,blazer,22800.0
2025,chevrolet,colorado,25950.0
2025,chevrolet,equinox,23500.0
2025,chevrolet,silverado,65000.0
2025,chevrolet,tahoe,49500.0
2025,chevrolet,trax,19250.0
2025,ford,escape,22250.0
2025,ford,f-150,35733.333333333336
2025,ford,f150,29500.0
2025,ford,maverick,22747.5
2025,gmc,2500hd,94000.0
2025,gmc,sierra,69737.5
2025,honda,accord,27216.5
2025,honda,civic,27893.75
2025,honda,cr-v,34000.0
2025,honda,hr-v,21979.6
2025,honda,pilot,36900.0
2025,honda,ridgeline,32749.5
2025,hyundai,elantra,17620.0
2025,hyundai,ioniq,31500.0
2025,hyundai,tucson,26000.0
2025,infiniti,qx50,13900.0
2025,jeep,gladiator,44900.0
2025,jeep,grand,26800.0
2025,jeep,wrangler,35625.0
2025,kia,k4,13000.0
2025,land,rover,89000.0
2025,lexus,es,45390.0
2025,lexus,es300h,48000.0
2025,lexus,ux,25700.0
2025,mazda,cx-30,32500.0
2025,mini,cooper,28500.0
2025,nissan,altima,15500.0
2025,nissan,frontier,29000.0
2025,nissan,pathfinder,24800.0
2025,nissan,rogue,19900.0
2025,nissan,sentra,16800.0
2025,subaru,crosstrek,17900.0
2025,subaru,forester,21500.0
2025,tesla,model,41500.0
2025,toyota,camry,27050.0
2025,toyota,corolla,18550.0
2025,toyota,rav4,28627.85714285714
2025,toyota,sienna,50000.0
2025,toyota,tacoma,31000.0
2025,volkswagen,atlas,26900.0
2025,volkswagen,taos,17900.0
2025,volkswagen,tiguan,16800.0
2025,vw,id4,22900.0
